fem,plugin,version,status
123,xfpanel,2.0.1,true
123,eiffel-core,45.0.8,true
123,cucumber-reports,2.8.0,true
123,description-setter,1.10,true
123,extensible-choice-parameter,1.3.2,true
123,antisamy-markup-formatter,1.1,true
123,multiple-scms,0.6,true
123,xvfb,1.0.16,true
123,run-condition,1.0,true
123,ccm,3.1,true
123,console-column-plugin,1.5,true
123,plugin-usage-plugin,0.3,true
123,ldap,1.11,true
123,build-failure-analyzer,1.14.0,true
123,matrix-auth,1.2,true
123,multi-master,1.0.13,true
123,rebuild,1.25,true
123,ssh-credentials,1.13,true
123,bouncycastle-api,1.648.3,true
123,sloccount,1.21,true
123,ssh-slaves,1.9,true
123,email-ext,2.40.5,true
123,ssh-agent,1.13,true
123,build-keeper-plugin,1.3,true
123,copy-to-slave,1.4.4,true
123,jacoco,2.2.1,true
123,token-macro,2.0,true
123,windows-slaves,1.0,true
123,dashboard-view,2.9.7,true
123,docker-commons,1.2,true
123,junit,1.19,true
123,startup-trigger-plugin,2.5,true
123,javadoc,1.1,true
123,git-client,2.2.1,true
123,icon-shim,2.0.2,true
123,groovy-postbuild,2.3.1,true
123,mapdb-api,1.0.6.0,true
123,ant,1.4,true
123,script-security,1.13,true
123,authentication-tokens,1.2,true
123,external-monitor-job,1.4,true
123,join,1.19,true
123,cvs,2.11,false
123,gerrit-trigger,2.23.0,true
123,workflow-scm-step,2.3,true
123,greenballs,1.15,true
123,subversion,1.54,true
123,build-blocker-plugin,1.7.3,true
123,validating-string-parameter,2.3,true
123,jquery,1.11.2-0,true
123,extended-read-permission,1.0,true
123,sonar,2.4.4,true
123,confluence-publisher,1.8,true
123,translation,1.10,true
123,timestamper,1.8.5,true
123,extra-columns,1.16,true
123,xunit,1.101,true
123,lmicloud-plugin,1.0.178,true
123,pmd,3.44,true
123,conditional-buildstep,1.3.3,true
123,pam-auth,1.1,true
123,jenkinswalldisplay,0.6.30,true
123,htmlpublisher,1.11,true
123,matrix-project,1.8,true
123,delivery-pipeline-plugin,0.9.9,true
123,flexible-publish,0.15.2,true
123,configurationslicing,1.45,true
123,global-build-stats,1.3,true
123,sonar-gerrit,2.0,true
123,scm-api,2.0.2,true
123,build-name-setter,1.5.1,true
123,workflow-step-api,2.3,true
123,view-job-filters,1.27,true
123,python,1.3,true
126,lmicloud-plugin,1.0.178,true
126,build-failure-analyzer,1.13.1,true
126,build-name-setter,1.3,true
126,jackson2-api,2.7.3,true
126,active-directory,2.0,true
126,join,1.16,true
126,configurationslicing,1.44,true
126,display-url-api,1.1.1,true
126,workflow-step-api,2.8,true
126,monitoring,1.57.0,true
126,mesos,0.14.1,true
126,run-condition,1.0,true
126,git-client,2.2.1,true
126,validating-string-parameter,2.3,true
126,mailer,1.19,true
126,antisamy-markup-formatter,1.3,true
126,sloccount,1.20,true
126,global-build-stats,1.3,true
126,gerrit-trigger,2.23.0,true
126,extra-columns,1.15,true
126,jobConfigHistory,2.14,true
126,ws-cleanup,0.28,true
126,flexible-publish,0.15.2,true
126,eiffel-core,43.0.5,true
126,extensible-choice-parameter,1.3.2,true
126,confluence-publisher,1.8,true
126,credentials,2.1.11,true
126,mapdb-api,1.0.6.0,true
126,support-core,2.38,true
126,android-emulator,2.13.1,true
126,token-macro,2.0,true
126,python,1.2,true
126,matrix-auth,1.2,true
126,external-monitor-job,1.4,false
126,delivery-pipeline-plugin,0.9.7,true
126,ssh-credentials,1.13,true
126,multi-master,1.0.13,true
126,matrix-project,1.8,true
126,maven-plugin,2.12.1,true
126,script-security,1.15,true
126,packer,1.4,true
126,docker-commons,1.2,true
126,console-column-plugin,1.5,true
126,ssh-slaves,1.10,true
126,parameterized-trigger,2.29,true
126,groovy,1.27,true
126,sonar,2.4.4,true
126,junit,1.19,true
126,testng-plugin,1.10,true
126,xvfb,1.0.16,true
126,checkstyle,3.43,true
126,javadoc,1.3,true
126,description-setter,1.10,true
126,copy-to-slave,1.4.4,true
126,ant,1.2,true
126,scm-api,2.0.2,true
126,email-ext,2.40.5,true
126,subversion,2.5.3,false
126,jenkinswalldisplay,0.6.30,true
126,jquery,1.11.2-0,true
126,structs,1.5,true
126,bulk-builder,1.5,true
126,ldap,1.11,true
126,claim,2.7,true
126,radiatorviewplugin,1.24,true
126,allure-jenkins-plugin,2.7,true
126,ssh-agent,1.8,true
126,git,3.0.4,true
126,build-environment,1.6,true
126,metrics,3.1.2.9,true
126,workflow-scm-step,2.3,true
126,authentication-tokens,1.2,true
126,multiple-scms,0.6,true
126,analysis-core,1.74,true
126,sonar-gerrit,2.0,true
126,windows-slaves,1.1,false
126,jacoco,1.0.19,true
126,startup-trigger-plugin,2.4,true
126,translation,1.12,true
126,build-blocker-plugin,1.6,true
126,build-keeper-plugin,1.3,true
126,greenballs,1.14,true
126,cobertura,1.9.7,true
126,pmd,3.42,true
126,xfpanel,2.0.1,true
126,cvs,2.12,false
126,view-job-filters,1.27,true
126,port-allocator,1.8,true
126,pam-auth,1.2,true
126,conditional-buildstep,1.3.3,true
126,extended-read-permission,1.0,true
126,ssh,2.4,true
126,timestamper,1.7.2,true
126,htmlpublisher,1.6,true
126,dashboard-view,2.9.6,true
126,build-timeout,1.15,true
126,postbuild-task,1.8,true
126,build-monitor-plugin,1.6+build.159,true
155,validating-string-parameter,2.3,true
155,console-column-plugin,1.5,true
155,sonar-gerrit,2.0,true
155,windows-slaves,1.1,false
155,xfpanel,2.0.1,true
155,workflow-scm-step,2.3,true
155,lmicloud-plugin,1.0.178,true
155,join,1.16,true
155,monitoring,1.57.0,true
155,conditional-buildstep,1.3.3,true
155,greenballs,1.14,true
155,delivery-pipeline-plugin,0.9.7,true
155,matrix-project,1.6,true
155,allure-jenkins-plugin,2.7,true
155,maven-plugin,2.12,true
155,script-security,1.15,true
155,extra-columns,1.15,true
155,build-environment,1.6,true
155,confluence-publisher,1.8,true
155,docker-commons,1.2,true
155,ant,1.2,true
155,flexible-publish,0.15.2,true
155,mesos,0.15.0,true
155,matrix-auth,1.2,true
155,build-timeout,1.15,true
155,bulk-builder,1.5,true
155,cloudbees-folder,5.10,true
155,htmlpublisher,1.6,true
155,view-job-filters,1.27,true
155,ssh-slaves,1.10,true
155,dashboard-view,2.9.6,true
155,token-macro,1.12.1,true
155,junit,1.9,true
155,analysis-core,1.76,true
155,javadoc,1.3,true
155,mapdb-api,1.0.6.0,true
155,xunit,1.98,true
155,timestamper,1.6.2,true
155,parameterized-trigger,2.29,true
155,description-setter,1.10,true
155,ssh,2.4,true
155,icon-shim,2.0.3,true
155,structs,1.9,true
155,translation,1.12,true
155,git-client,1.19.6,true
155,build-monitor-plugin,1.6+build.159,true
155,taf-trigger,1.0.41,true
155,mailer,1.16,true
155,ccm,3.1,true
155,sonar,2.4.4,true
155,jenkinswalldisplay,0.6.30,true
155,jquery,1.11.2-0,true
155,checkstyle,3.43,true
155,ws-cleanup,0.28,true
155,cobertura,1.9.7,true
155,jobConfigHistory,2.14,true
155,pmd,3.42,true
155,build-blocker-plugin,1.6,true
155,postbuild-task,1.8,true
155,multiple-scms,0.6,true
155,ldap,1.11,true
155,external-monitor-job,1.4,false
155,gerrit-trigger,2.18.4,true
155,email-ext,2.40.5,true
155,ssh-credentials,1.12,true
155,subversion,2.5.3,false
155,copy-to-slave,1.4.4,true
155,python,1.2,true
155,startup-trigger-plugin,2.4,true
155,cucumber-reports,2.8.0,true
155,run-condition,1.0,true
155,testcomplete-xunit,1.1,true
155,ssh-agent,1.8,true
155,build-failure-analyzer,1.13.1,true
155,scm-api,1.1,true
155,global-build-stats,1.3,true
155,multi-master,1.0.13,true
155,git,3.0.4,true
155,pam-auth,1.2,true
155,cvs,2.12,false
155,radiatorviewplugin,1.24,true
155,groovy,1.27,true
155,antisamy-markup-formatter,1.3,true
155,workflow-step-api,1.7,true
155,jacoco,2.2.1,true
155,eiffel-core,42.0.3,true
155,claim,2.7,true
155,build-cause-run-condition,0.1,true
155,cloudbees-credentials,3.3,true
155,testng-plugin,1.10,true
155,build-keeper-plugin,1.3,true
155,sloccount,1.20,true
155,credentials,2.1.11,true
155,nant,1.4.3,true
155,rebuild,1.25,true
155,extensible-choice-parameter,1.3.2,true
155,groovy-postbuild,2.2.2,true
155,build-name-setter,1.3,true
155,xvfb,1.0.16,true
155,authentication-tokens,1.2,true
155,extended-read-permission,1.0,true
155,configurationslicing,1.44,true
